customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges,Charges_Monthly,Charges_Total
0220-EBGCE,Yes,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 85.85, 'Total': '167.3'}",47.15,223.15
0221-NAUXK,No,Male,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),"{'Monthly': 19.95, 'Total': '219.5'}",20.15,165.5
0221-WMXNQ,No,Male,1,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,"{'Monthly': 75.35, 'Total': '273.4'}",44.3,89.3
0222-CNVPT,No,Male,1,No,No,52,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 48.8, 'Total': '2555.05'}",84.3,235.05
0224-HJAPT,Yes,Male,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,"{'Monthly': 47.15, 'Total': '223.15'}",59.55,1144.6
0224-NIJLP,No,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,"{'Monthly': 20.15, 'Total': '165.5'}",69.65,4908.25
0224-RLWWD,No,Female,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 44.3, 'Total': '89.3'}",36.1,2298.9
0225-ZORZP,No,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,"{'Monthly': 84.3, 'Total': '235.05'}",56.6,3789.2
0228-MAUWC,No,Male,0,No,No,19,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,"{'Monthly': 59.55, 'Total': '1144.6'}",75.9,75.9
0229-LFJAF,No,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),"{'Monthly': 69.65, 'Total': '4908.25'}",79.2,4765
0230-UBYPQ,No,Male,1,Yes,No,63,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),"{'Monthly': 36.1, 'Total': '2298.9'}",45.0,2196.3
0230-WEQUW,No,Male,0,Yes,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),"{'Monthly': 56.6, 'Total': '3789.2'}",85.55,85.55
0231-LXVAP,Yes,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 75.9, 'Total': '75.9'}",93.35,1444.65
0233-FTHAV,No,Female,0,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),"{'Monthly': 79.2, 'Total': '4765'}",109.65,5405.8
0234-TEVTT,No,Female,0,Yes,Yes,48,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),"{'Monthly': 45.0, 'Total': '2196.3'}",89.7,6339.3
0235-KGSLC,Yes,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 85.55, 'Total': '85.55'}",84.25,3847.6
0236-HFWSV,Yes,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 93.35, 'Total': '1444.65'}",92.65,6733
0237-YFUTL,No,Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 109.65, 'Total': '5405.8'}",19.7,19.7
0238-WHBIQ,No,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),"{'Monthly': 89.7, 'Total': '6339.3'}",50.1,50.1
0239-OXEXL,No,Female,0,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,"{'Monthly': 84.25, 'Total': '3847.6'}",92.45,6140.85
0244-LGNFY,No,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),"{'Monthly': 92.65, 'Total': '6733'}",79.65,3870.3
0247-SLUJI,No,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 19.7, 'Total': '19.7'}",109.9,7624.2
0248-IPDFW,No,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 50.1, 'Total': '50.1'}",81.4,4354.45
0248-PGHBZ,No,Female,1,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),"{'Monthly': 92.45, 'Total': '6140.85'}",50.55,3431.75
0253-ZTEOB,No,Female,0,Yes,Yes,48,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,"{'Monthly': 79.65, 'Total': '3870.3'}",81.05,2227.1
0254-FNMCI,No,Female,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,"{'Monthly': 109.9, 'Total': '7624.2'}",62.45,2045.55
0254-KCJGT,No,Male,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),"{'Monthly': 81.4, 'Total': '4354.45'}",75.2,1929.35
0254-WWRKD,No,Female,0,Yes,Yes,67,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),"{'Monthly': 50.55, 'Total': '3431.75'}",90.4,268.45
0256-LTHVJ,Yes,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 81.05, 'Total': '2227.1'}",85.65,181.5
0257-KXZGU,No,Female,0,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),"{'Monthly': 62.45, 'Total': '2045.55'}",72.9,651.4
0257-ZESQC,Yes,Female,1,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 75.2, 'Total': '1929.35'}",70.5,3486.65
0258-NOKBL,No,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,"{'Monthly': 90.4, 'Total': '268.45'}",20.1,1389.6
0259-GBZSH,Yes,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 85.65, 'Total': '181.5'}",74.9,2303.35
0260-ZDLGK,Yes,Female,0,No,Yes,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,"{'Monthly': 72.9, 'Total': '651.4'}",100.7,1522.7
0263-FJTQO,No,Male,0,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),"{'Monthly': 70.5, 'Total': '3486.65'}",105.65,6717.9
0264-CNITK,No,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),"{'Monthly': 20.1, 'Total': '1389.6'}",114.3,8058.55
0265-EDXBD,Yes,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 74.9, 'Total': '2303.35'}",19.75,58.85
0265-PSUAE,No,Female,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),"{'Monthly': 100.7, 'Total': '1522.7'}",24.35,538.5
0266-CLZKZ,No,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 105.65, 'Total': '6717.9'}",69.85,5102.35
0266-GMEAO,No,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),"{'Monthly': 114.3, 'Total': '8058.55'}",58.85,465.7
0268-QKIWO,Yes,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,"{'Monthly': 19.75, 'Total': '58.85'}",54.4,475.1
0269-XFESX,No,Male,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,"{'Monthly': 24.35, 'Total': '538.5'}",50.55,3364.55
0270-THENM,No,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),"{'Monthly': 69.85, 'Total': '5102.35'}",21.05,113.85
0274-JKUJR,No,Male,0,Yes,Yes,7,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,"{'Monthly': 58.85, 'Total': '465.7'}",103.7,5036.3
0277-BKSQP,No,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 54.4, 'Total': '475.1'}",29.3,355.9
0277-ORXQS,No,Male,0,Yes,Yes,66,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),"{'Monthly': 50.55, 'Total': '3364.55'}",54.75,1510.3
0278-YXOOG,Yes,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 21.05, 'Total': '113.85'}",60.55,1982.6
0280-XJGEX,Yes,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 103.7, 'Total': '5036.3'}",86.2,4524.05
0281-CNTZX,No,Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),"{'Monthly': 19.95, 'Total': '1234.8'}",95.45,95.45
0282-NVSJS,No,Female,1,Yes,Yes,12,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 29.3, 'Total': '355.9'}",63.95,318.1
0285-INHLN,No,Male,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 54.75, 'Total': '1510.3'}",65.35,1231.85
0289-IVARM,No,Female,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,"{'Monthly': 60.55, 'Total': '1982.6'}",50.2,2554
0292-WEGCH,No,Female,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 86.2, 'Total': '4524.05'}",63.8,4684.3
0295-PPHDO,Yes,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 95.45, 'Total': '95.45'}",20.05,614.45
0295-QVKPB,No,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 63.95, 'Total': '318.1'}",101.15,842.9
0297-RBCSG,No,Male,0,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),"{'Monthly': 65.35, 'Total': '1231.85'}",65.0,2531.8
0298-XACET,No,Male,0,Yes,Yes,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,"{'Monthly': 50.2, 'Total': '2554'}",19.25,86.05
0301-FIDRB,No,Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),"{'Monthly': 63.8, 'Total': '4684.3'}",36.05,402.6
0301-KOBTQ,No,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),"{'Monthly': 20.05, 'Total': '614.45'}",96.1,453.4
0302-JOIVN,Yes,Female,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,"{'Monthly': 101.15, 'Total': '842.9'}",19.05,326.65
0303-UNCIP,No,Male,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,"{'Monthly': 65.0, 'Total': '2531.8'}",105.75,7382.85
0303-WMMRN,No,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,"{'Monthly': 19.25, 'Total': '86.05'}",40.4,422.6
0305-SQECB,No,Female,0,No,Yes,11,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,"{'Monthly': 36.05, 'Total': '402.6'}",99.15,6010.05
0306-JAELE,Yes,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 96.1, 'Total': '453.4'}",84.8,6046.1
0307-BCOPK,No,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,"{'Monthly': 19.05, 'Total': '326.65'}",19.85,178.8
0308-GIQJT,No,Male,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),"{'Monthly': 105.75, 'Total': '7382.85'}",49.45,314.6
0308-IVGOK,No,Female,0,No,No,11,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),"{'Monthly': 40.4, 'Total': '422.6'}",88.8,2274.35
0310-MVLET,Yes,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 99.15, 'Total': '6010.05'}",55.15,322.9
0310-SUCIN,No,Female,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),"{'Monthly': 84.8, 'Total': '6046.1'}",84.8,888.75
0310-VQXAM,No,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 19.85, 'Total': '178.8'}",80.55,80.55
0311-QYWSS,No,Female,0,No,No,6,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 49.45, 'Total': '314.6'}",20.15,973.35
0311-UNPFF,Yes,Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 88.8, 'Total': '2274.35'}",58.7,168.6
0314-TKOSI,No,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,"{'Monthly': 55.15, 'Total': '322.9'}",99.5,5424.25
0315-LVCRK,No,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,"{'Monthly': 84.8, 'Total': '888.75'}",99.85,2331.3
0318-QUUOB,Yes,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 80.55, 'Total': '80.55'}",45.35,89.5
0318-ZOPWS,No,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),"{'Monthly': 20.15, 'Total': '973.35'}",48.55,48.55
0319-QZTCO,No,Female,0,Yes,Yes,3,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 58.7, 'Total': '168.6'}",26.4,121.25
0320-DWVTU,No,Female,0,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,"{'Monthly': 99.5, 'Total': '5424.25'}",100.2,6851.65
0320-JDNQG,Yes,Male,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 99.85, 'Total': '2331.3'}",94.7,740.3
0322-CHQRU,Yes,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,"{'Monthly': 45.35, 'Total': '89.5'}",97.65,6982.5
0322-YINQP,Yes,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 48.55, 'Total': '48.55'}",100.0,3835.55
0323-XWWTN,No,Male,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,"{'Monthly': 26.4, 'Total': '121.25'}",70.1,70.1
0324-BRPCJ,Yes,Female,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 100.2, 'Total': '6851.65'}",97.9,315.3
0325-XBFAC,Yes,Male,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 94.7, 'Total': '740.3'}",102.5,6157.6
0326-VDYXE,No,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,"{'Monthly': 97.65, 'Total': '6982.5'}",69.95,330.15
0327-WFZSY,No,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,"{'Monthly': 100.0, 'Total': '3835.55'}",81.35,233.7
0328-GRPMV,Yes,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 70.1, 'Total': '70.1'}",66.05,3462.1
0329-GTIAJ,Yes,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 97.9, 'Total': '315.3'}",74.4,5360.75
0330-BGYZE,No,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),"{'Monthly': 102.5, 'Total': '6157.6'}",106.3,4443.45
0330-IVZHA,Yes,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,"{'Monthly': 69.95, 'Total': '330.15'}",39.6,2424.5
0334-GDDSO,Yes,Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,"{'Monthly': 81.35, 'Total': '233.7'}",89.3,577.6
0334-ZFJSR,No,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),"{'Monthly': 66.05, 'Total': '3462.1'}",108.9,4854.3
0336-KXKFK,No,Male,0,No,No,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),"{'Monthly': 61.2, 'Total': '4390.25'}",19.9,320.45
0336-PIKEI,No,Male,1,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),"{'Monthly': 74.4, 'Total': '5360.75'}",102.1,5885.4
0337-CNPZE,Yes,Female,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 106.3, 'Total': '4443.45'}",19.6,426.65
0343-QLUZP,No,Male,0,No,No,60,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),"{'Monthly': 39.6, 'Total': '2424.5'}",98.9,2911.3
0345-HKJVM,Yes,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,"{'Monthly': 89.3, 'Total': '577.6'}",45.9,521.9
0345-XMMUG,No,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),"{'Monthly': 108.9, 'Total': '4854.3'}",99.9,5706.3
0347-UBKUZ,No,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 19.9, 'Total': '320.45'}",20.05,471.7
0348-SDKOL,Yes,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 102.1, 'Total': '5885.4'}",64.35,4539.6
0354-VXMJC,No,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),"{'Monthly': 19.6, 'Total': '426.65'}",19.65,830.25
0354-WYROK,Yes,Female,1,Yes,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 98.9, 'Total': '2911.3'}",84.9,3067.2
0356-ERHVT,No,Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),"{'Monthly': 45.9, 'Total': '521.9'}",108.15,3432.9
0356-OBMAC,No,Female,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),"{'Monthly': 99.9, 'Total': '5706.3'}",86.85,6263.8
0357-NVCRI,No,Female,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),"{'Monthly': 20.05, 'Total': '471.7'}",102.55,1742.5
0361-HJRDX,No,Female,0,No,No,68,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),"{'Monthly': 64.35, 'Total': '4539.6'}",78.2,1468.75
0362-RAOQO,No,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),"{'Monthly': 19.65, 'Total': '830.25'}",91.2,3382.3
0362-ZBZWJ,Yes,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 84.9, 'Total': '3067.2'}",19.35,46.35
0363-QJVFX,Yes,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),"{'Monthly': 108.15, 'Total': '3432.9'}",70.4,1992.2
0363-SVHYR,No,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),"{'Monthly': 86.85, 'Total': '6263.8'}",39.55,373
0365-BZUWY,No,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 102.55, 'Total': '1742.5'}",50.15,50.15
0365-GXEZS,No,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,"{'Monthly': 78.2, 'Total': '1468.75'}",20.4,1414.45
0365-TRTPY,No,Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),"{'Monthly': 91.2, 'Total': '3382.3'}",44.6,122.7
0366-NQSHS,No,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,"{'Monthly': 19.35, 'Total': '46.35'}",34.7,34.7
0369-ZGOVK,No,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),"{'Monthly': 70.4, 'Total': '1992.2'}",93.6,3366.05
0373-AIVNJ,No,Male,0,No,No,9,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,"{'Monthly': 39.55, 'Total': '373'}",90.6,1943.2
0374-AACSZ,No,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,"{'Monthly': 50.15, 'Total': '50.15'}",57.95,1271.8
0374-FIUCA,No,Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),"{'Monthly': 20.4, 'Total': '1414.45'}",112.1,7965.95
0374-IOEGQ,No,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,"{'Monthly': 44.6, 'Total': '122.7'}",88.25,1460.65
0375-HVGXO,Yes,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 34.7, 'Total': '34.7'}",85.8,272.2
0376-OIWME,No,Male,0,Yes,No,36,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,"{'Monthly': 93.6, 'Total': '3366.05'}",60.3,3563.8
0376-YMCJC,Yes,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,"{'Monthly': 90.6, 'Total': '1943.2'}",81.35,5398.6
0377-JBKKT,No,Male,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,"{'Monthly': 57.95, 'Total': '1271.8'}",99.85,3343.15
0378-CJKPV,No,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),"{'Monthly': 112.1, 'Total': '7965.95'}",20.0,198.7
0378-NHQXU,Yes,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,"{'Monthly': 88.25, 'Total': '1460.65'}",85.35,5897.4
0378-TOVMS,Yes,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,"{'Monthly': 85.8, 'Total': '272.2'}",62.05,2511.55
0378-XSZPU,Yes,Male,0,Yes,No,58,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),"{'Monthly': 60.3, 'Total': '3563.8'}",64.4,1398.6
0379-DJQHR,No,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),"{'Monthly': 81.35, 'Total': '5398.6'}",19.4,967.85
